	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	BALBC	C57Bl6
chr5_27579157_27579357	chr5	27579157	27579357	+	712.0	BALBC_PU1_notx_idr.tsv	intron (NM_010075, intron 7 of 25)	ORR1E|LTR|ERVL-MaLR	-77865.0	NM_028561	73526.0	Mm.389608	NM_028561	ENSMUSG00000048703	Speer4b	1700081O22Rik|SPEER-4B	spermatogenesis associated glutamate (E)-rich protein 4B	protein-coding	13.1	4.93
chr4_111929181_111929381	chr4	111929181	111929381	+	712.0	BALBC_PU1_notx_idr.tsv	intron (NM_001100466, intron 3 of 6)	L1_Rod|LINE|L1	9726.0	NM_001100466	639774.0	Mm.248185	NM_001100466	ENSMUSG00000078599	Skint8	OTTMUSG00000009475	selection and upkeep of intraepithelial T cells 8	protein-coding	11.595	1.93
chr6_97206997_97207197	chr6	97206997	97207197	+	711.0	BALBC_PU1_notx_idr.tsv	Intergenic	(GAA)n|Simple_repeat|Simple_repeat	-1450.0	NM_001111106	22200.0	Mm.277626	NM_011666	ENSMUSG00000030061	Uba3	A830034N06Rik|AI256736|AI848246|AW546539|Ube1c	ubiquitin-like modifier activating enzyme 3	protein-coding	11.885000000000002	4.395
chr6_92988342_92988542	chr6	92988342	92988542	+	710.0	BALBC_PU1_notx_idr.tsv	intron (NR_015530, intron 1 of 2)	intron (NR_015530, intron 1 of 2)	47860.0	NR_015530	330385.0	Mm.483472	NR_015530	ENSMUSG00000097462	9530026P05Rik	B430306B02	RIKEN cDNA 9530026P05 gene	ncRNA	26.035	2.385
chr1_156977941_156978141	chr1	156977941	156978141	+	709.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	-38415.0	NM_001159967	78255.0	Mm.28376	NM_023884	ENSMUSG00000026594	Ralgps2	1810020P17Rik|2210408F11Rik|4921528G01Rik|9130014M22Rik|AU043409|AW046161	Ral GEF with PH domain and SH3 binding motif 2	protein-coding	13.330000000000002	0.62
chr6_118646710_118646910	chr6	118646710	118646910	+	709.0	BALBC_PU1_notx_idr.tsv	intron (NM_001255998, intron 30 of 47)	intron (NM_001255998, intron 30 of 47)	-84554.0	NM_001081112	232339.0	Mm.276116	NM_001081112	ENSMUSG00000007827	Ankrd26	5730521P14Rik|BC008111|mKIAA1074	ankyrin repeat domain 26	protein-coding	10.615	3.475
chr12_77052793_77052993	chr12	77052793	77052993	+	709.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	-90645.0	NM_008558	17187.0	Mm.268548	NM_008558	ENSMUSG00000059436	Max	AA960152|AI875693|bHLHd4|bHLHd5|bHLHd6|bHLHd7|bHLHd8	Max protein	protein-coding	10.5	4.55
chr5_113955084_113955284	chr5	113955084	113955284	+	709.0	BALBC_PU1_notx_idr.tsv	intron (NM_198109, intron 10 of 14)	intron (NM_198109, intron 10 of 14)	38573.0	NM_198109	231637.0	Mm.389682	NM_198109	ENSMUSG00000042121	Ssh1	AW551225|Gm1394|Gm1395|SSH-1|SSH-1L	slingshot homolog 1 (Drosophila)	protein-coding	10.61	3.7
chr1_193860173_193860373	chr1	193860173	193860373	+	709.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	-352743.0	NR_029592	387201.0		NR_029592	ENSMUSG00000065533	Mir205	Mirn205|mir-205|mmu-mir-205	microRNA 205	ncRNA	12.695	2.78
chr9_46482126_46482326	chr9	46482126	46482326	+	708.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	-162240.0	NM_183104	74361.0	Mm.159169	NM_183104	ENSMUSG00000056617	4931429L15Rik	-	RIKEN cDNA 4931429L15 gene	protein-coding	16.740000000000002	0.0
chr6_85511251_85511451	chr6	85511251	85511451	+	707.0	BALBC_PU1_notx_idr.tsv	3' UTR (NM_020596, exon 2 of 2)	3' UTR (NM_020596, exon 2 of 2)	2191.0	NM_020596	13656.0	Mm.44137	NM_020596	ENSMUSG00000071341	Egr4	NGF1-C|NGFI-C|NGFIC|pAT133	early growth response 4	protein-coding	12.005	3.465
chr16_26234189_26234389	chr16	26234189	26234389	+	707.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	-128505.0	NM_173379	210530.0	Mm.326869	NM_173379	ENSMUSG00000038168	P3h2	4832416N06|AW553532|Leprel1|Mlat4	prolyl 3-hydroxylase 2	protein-coding	12.29	3.775
chr12_9266489_9266689	chr12	9266489	9266689	+	707.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	236592.0	NM_029321	75516.0	Mm.37581	NM_029321	ENSMUSG00000066637	Ttc32	1700013G20Rik	tetratricopeptide repeat domain 32	protein-coding	10.555	1.46
chr11_100149604_100149804	chr11	100149604	100149804	+	707.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	-3778.0	NM_008471	16669.0	Mm.439699	NM_008471	ENSMUSG00000020911	Krt19	AI663979|CK-19|EndoC|K19|Krt-1.19|Krt1-19	keratin 19	protein-coding	10.675	4.69
chr9_48157993_48158193	chr9	48157993	48158193	+	707.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	182805.0	NM_030069	78252.0	Mm.31626	NM_030069	ENSMUSG00000032028	Nxpe2	4432416J03Rik|AI323362|Fam55b	neurexophilin and PC-esterase domain family, member 2	protein-coding	10.27	2.23
chr8_25069960_25070160	chr8	25069960	25070160	+	706.0	BALBC_PU1_notx_idr.tsv	intron (NM_031257, intron 3 of 11)	intron (NM_031257, intron 3 of 11)	-31098.0	NM_001081187	330723.0	Mm.334452	NM_001081187	ENSMUSG00000037406	Htra4	B430206E18Rik	HtrA serine peptidase 4	protein-coding	11.19	4.3100000000000005
chr16_3693394_3693594	chr16	3693394	3693594	+	706.0	BALBC_PU1_notx_idr.tsv	Intergenic	L1Md_F2|LINE|L1	24630.0	NM_001161790	54483.0	Mm.143718	NM_019453	ENSMUSG00000022534	Mefv	FMF|TRIM20|pyrin	Mediterranean fever	protein-coding	10.67	4.395
chr5_5337289_5337489	chr5	5337289	5337489	+	705.0	BALBC_PU1_notx_idr.tsv	intron (NM_011074, intron 2 of 14)	intron (NM_011074, intron 2 of 14)	42862.0	NM_011074	18647.0	Mm.389061	NM_011074	ENSMUSG00000028926	Cdk14	Pftk1|mKIAA0834	cyclin-dependent kinase 14	protein-coding	10.21	0.6950000000000001
chr1_32252336_32252536	chr1	32252336	32252536	+	705.0	BALBC_PU1_notx_idr.tsv	intron (NM_133235, intron 2 of 8)	intron (NM_133235, intron 2 of 8)	79630.0	NM_133235	170771.0	Mm.336594	NM_133235	ENSMUSG00000026058	Khdrbs2	6330586C16Rik|Slim1|Slm-1|Slm1|mSLM-1	KH domain containing, RNA binding, signal transduction associated 2	protein-coding	10.15	4.315
chr18_6024902_6025102	chr18	6024902	6025102	+	705.0	BALBC_PU1_notx_idr.tsv	3' UTR (NM_001039692, exon 19 of 19)	3' UTR (NM_001039692, exon 19 of 19)	111096.0	NM_029277	75415.0	Mm.239675	NM_029277	ENSMUSG00000041225	Arhgap12	2810011M08Rik	Rho GTPase activating protein 12	protein-coding	10.21	1.695
chr3_157700046_157700246	chr3	157700046	157700246	+	705.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	133254.0	NM_011196	19218.0	Mm.30424	NM_011196	ENSMUSG00000040016	Ptger3	EP3|Pgerep3|Ptgerep3	prostaglandin E receptor 3 (subtype EP3)	protein-coding	12.005	2.935
chr17_33986375_33986575	chr17	33986375	33986575	+	704.0	BALBC_PU1_notx_idr.tsv	Intergenic	ORR1C1-int|LTR|ERVL-MaLR	4983.0	NR_033305	433100.0	Mm.380381	NM_001013793		AA388235	-	expressed sequence AA388235	ncRNA	11.365	0.0
chr13_64395669_64395869	chr13	64395669	64395869	+	704.0	BALBC_PU1_notx_idr.tsv	Intergenic	polypyrimidine|Low_complexity|Low_complexity	-25249.0	NM_009984	13039.0	Mm.930	NM_009984	ENSMUSG00000021477	Ctsl	1190035F06Rik|CatL|Ctsl1|MEP|fs|nkt	cathepsin L	protein-coding	10.61	2.625
chr4_81333767_81333967	chr4	81333767	81333967	+	704.0	BALBC_PU1_notx_idr.tsv	intron (NM_001305284, intron 22 of 47)	intron (NM_001305284, intron 22 of 47)	108948.0	NM_010820	17475.0	Mm.153039	NM_010820	ENSMUSG00000028402	Mpdz	AI225843|B930003D11Rik|MUPP1	multiple PDZ domain protein	protein-coding	16.564999999999998	4.2349999999999985
chr2_93312618_93312818	chr2	93312618	93312818	+	703.0	BALBC_PU1_notx_idr.tsv	intron (NM_183180, intron 1 of 9)	intron (NM_183180, intron 1 of 9)	21769.0	NM_183180	241556.0	Mm.274159	NM_183180	ENSMUSG00000027217	Tspan18	2610042G18Rik|6720430O15|BB226562	tetraspanin 18	protein-coding	10.965	3.625
chr7_143783901_143784101	chr7	143783901	143784101	+	703.0	BALBC_PU1_notx_idr.tsv	intron (NM_175534, intron 1 of 1)	intron (NM_175534, intron 1 of 1)	499.0	NM_175534	244238.0	Mm.183561	NM_175534	ENSMUSG00000048965	Mrgpre	C130069N09Rik|Ebrt3|Mgrf|MrgE	MAS-related GPR, member E	protein-coding	10.845	3.315
chr13_21219951_21220151	chr13	21219951	21220151	+	703.0	BALBC_PU1_notx_idr.tsv	Intergenic	CT-rich|Low_complexity|Low_complexity	40120.0	NM_009054	19720.0	Mm.314056	NM_009054	ENSMUSG00000021326	Trim27	AW538890|Gm19403|Rfp	tripartite motif-containing 27	protein-coding	11.31	5.0
chr1_172339025_172339225	chr1	172339025	172339225	+	703.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	-2085.0	NM_001039484	16513.0	Mm.254563	NM_020269	ENSMUSG00000044708	Kcnj10	BIR10|BIRK-1|Kir1.2|Kir4.1	potassium inwardly-rectifying channel, subfamily J, member 10	protein-coding	20.11	5.63
chr8_124852444_124852644	chr8	124852444	124852644	+	703.0	BALBC_PU1_notx_idr.tsv	intron (NM_025615, intron 2 of 6)	MurERV4-int|LTR|ERVK	10485.0	NM_025615	66523.0	Mm.436864	NM_025615	ENSMUSG00000031984	2810004N23Rik	3110004G14Rik|Ayu21-55|Gt(pU21)55Imeg|GtAyu21-55	RIKEN cDNA 2810004N23 gene	protein-coding	11.875	1.08
chr18_66223119_66223319	chr18	66223119	66223319	+	703.0	BALBC_PU1_notx_idr.tsv	intron (NM_178793, intron 2 of 10)	ORR1E|LTR|ERVL-MaLR	-3886.0	NR_030467	751558.0		NR_030467	ENSMUSG00000076147	Mir694	Mirn694|mir-694|mmu-mir-694	microRNA 694	ncRNA	12.405	4.075
chr11_80931453_80931653	chr11	80931453	80931653	+	703.0	BALBC_PU1_notx_idr.tsv	intron (NM_001034013, intron 3 of 9)	G-rich|Low_complexity|Low_complexity	73164.0	NM_029367	75622.0	Mm.26988	NM_029367	ENSMUSG00000053184	Spaca3	1700025M08Rik|ALLP17|Lyc3|SLLP1|mSLLP1	sperm acrosome associated 3	protein-coding	15.7	5.8450000000000015
chr4_59274295_59274495	chr4	59274295	59274495	+	702.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	14344.0	NR_105031	101055769.0	Mm.421401	NR_105031		Gm12596	OTTMUSG00000007649	predicted gene 12596	ncRNA	12.45	5.475
chr11_30359833_30360033	chr11	30359833	30360033	+	702.0	BALBC_PU1_notx_idr.tsv	Intergenic	ORR1A4|LTR|ERVL-MaLR	111896.0	NM_001100394	75087.0	Mm.159422	NM_001100394	ENSMUSG00000040919	4930505A04Rik	-	RIKEN cDNA 4930505A04 gene	protein-coding	14.775	5.075
chr6_47672806_47673006	chr6	47672806	47673006	+	702.0	BALBC_PU1_notx_idr.tsv	promoter-TSS (NR_002841).5	promoter-TSS (NR_002841).5	-507.0	NR_002841	19799.0		NR_002841		Rn4.5s	-	4.5S RNA	rRNA	15.105	2.54
chr6_146928352_146928552	chr6	146928352	146928552	+	701.0	BALBC_PU1_notx_idr.tsv	intron (NM_026221, intron 1 of 26)	intron (NM_026221, intron 1 of 26)	25969.0	NM_028509	73344.0	Mm.391543	NM_028509	ENSMUSG00000040163	1700034J05Rik	-	RIKEN cDNA 1700034J05 gene	protein-coding	10.845	2.625
chr14_106668283_106668483	chr14	106668283	106668483	+	701.0	BALBC_PU1_notx_idr.tsv	Intergenic	RMER6A|LTR|ERVK	-181863.0	NR_045938	73631.0	Mm.48862	NR_045938	ENSMUSG00000099794	1700128A07Rik	-	RIKEN cDNA 1700128A07 gene	ncRNA	12.275	1.695
chr12_107644083_107644283	chr12	107644083	107644283	+	700.0	BALBC_PU1_notx_idr.tsv	Intergenic	(GAA)n|Simple_repeat|Simple_repeat	91305.0	NR_045973	74968.0	Mm.359821	NR_045973	ENSMUSG00000085641	4930465M20Rik	4930431H15Rik	RIKEN cDNA 4930465M20 gene	ncRNA	13.955	1.695
chr11_103748990_103749190	chr11	103748990	103749190	+	700.0	BALBC_PU1_notx_idr.tsv	intron (NM_011719, intron 1 of 3)	intron (NM_011719, intron 1 of 3)	731.0	NM_011719	22412.0	Mm.215161	NM_011719	ENSMUSG00000018486	Wnt9b	Wnt14b|Wnt15|clf|clf1|wnt-14b|wnt-15	wingless-type MMTV integration site family, member 9B	protein-coding	12.05	3.245
chr9_103660608_103660808	chr9	103660608	103660808	+	700.0	BALBC_PU1_notx_idr.tsv	intron (NM_178638, intron 2 of 5)	intron (NM_178638, intron 2 of 5)	101129.0	NM_178638	81907.0	Mm.384704	NM_178638	ENSMUSG00000042757	Tmem108	AI462967|B130017P16Rik|R74726	transmembrane protein 108	protein-coding	11.54	2.315
chr3_9018228_9018428	chr3	9018228	9018428	+	700.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	-13813.0	NM_001025263	21985.0	Mm.371590	NM_009412	ENSMUSG00000027506	Tpd52	AI043038|mD52	tumor protein D52	protein-coding	13.89	3.005
chr11_84515583_84515783	chr11	84515583	84515783	+	699.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	-2182.0	NM_019816	56321.0	Mm.257482	NM_019816	ENSMUSG00000018697	Aatf	4933415H02Rik|5830465M17Rik|Che-1|Trb	apoptosis antagonizing transcription factor	protein-coding	11.655	5.32
chr14_87365935_87366135	chr14	87365935	87366135	+	699.0	BALBC_PU1_notx_idr.tsv	Intergenic	Lx7|LINE|L1	-50548.0	NM_001253755	219249.0	Mm.35168	NM_172605	ENSMUSG00000022019	Tdrd3	4732418C03Rik|6720468N18	tudor domain containing 3	protein-coding	25.345	5.46
chr15_32333257_32333457	chr15	32333257	32333457	+	699.0	BALBC_PU1_notx_idr.tsv	intron (NM_009154, intron 1 of 22)	ORR1B2|LTR|ERVL-MaLR	88544.0	NM_009154	20356.0	Mm.260374	NM_009154	ENSMUSG00000022231	Sema5a	5930434A13|9130201M22Rik|AI464145|Semaf|semF	sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A	protein-coding	12.29	4.085
chr4_133885223_133885423	chr4	133885223	133885423	+	698.0	BALBC_PU1_notx_idr.tsv	intron (NM_001285505, intron 1 of 21)	intron (NM_001285505, intron 1 of 21)	2474.0	NM_001285505	20111.0	Mm.301827	NM_009097	ENSMUSG00000003644	Rps6ka1	Mapkapk-1a|Rsk|Rsk-1|Rsk1|S6K-alpha-1|p90-Rsk1|p90Rsk1|p90S6K|p90rsk	ribosomal protein S6 kinase polypeptide 1	protein-coding	10.61	0.0
chr19_47795525_47795725	chr19	47795525	47795725	+	698.0	BALBC_PU1_notx_idr.tsv	exon (NM_027559, exon 11 of 38)	exon (NM_027559, exon 11 of 38)	-40468.0	NR_106165	102465883.0		NR_106165	ENSMUSG00000099069	Mir8090	Gm27862|mmu-mir-8090	microRNA 8090	ncRNA	16.39	7.4
chr4_108100421_108100621	chr4	108100421	108100621	+	698.0	BALBC_PU1_notx_idr.tsv	intron (NM_011327, intron 5 of 15)	MLTR14|LTR|ERV1	13164.0	NR_105823	102465213.0		NR_105823	ENSMUSG00000098980	Mir6397	Gm28004|mmu-mir-6397	microRNA 6397	ncRNA	11.475	0.925
chr14_14277991_14278191	chr14	14277991	14278191	+	697.0	BALBC_PU1_notx_idr.tsv	Intergenic	(TTC)n|Simple_repeat|Simple_repeat	-50022.0	NM_147027	18330.0	Mm.484338	NM_147027	ENSMUSG00000072707	Olfr31	MOR274-1|MTPCR53	olfactory receptor 31	protein-coding	10.845	0.77
chr8_123116837_123117037	chr8	123116837	123117037	+	697.0	BALBC_PU1_notx_idr.tsv	promoter-TSS (NM_170684)	promoter-TSS (NM_170684)	-437.0	NM_170684	102278.0	Mm.36434	NM_170684	ENSMUSG00000034796	Cpne7	AW047065	copine VII	protein-coding	12.055	0.385
chr11_3139887_3140087	chr11	3139887	3140087	+	696.0	BALBC_PU1_notx_idr.tsv	intron (NM_030207, intron 22 of 32)	intron (NM_030207, intron 22 of 32)	15966.0	NR_003517	236604.0	Mm.247625	NM_001004146		Pisd-ps1	-	phosphatidylserine decarboxylase, pseudogene 1	pseudo	10.09	3.005
chr1_77293763_77293963	chr1	77293763	77293963	+	696.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	202905.0	NR_105770	102465180.0		NR_105770	ENSMUSG00000099141	Mir6352	Gm27481|mmu-mir-6352	microRNA 6352	ncRNA	11.65	0.385
chr7_112706429_112706629	chr7	112706429	112706629	+	696.0	BALBC_PU1_notx_idr.tsv	intron (NM_009346, intron 1 of 12)	C-rich|Low_complexity|Low_complexity	27209.0	NM_001166584	21676.0	Mm.24685	NM_009346	ENSMUSG00000055320	Tead1	2610024B07Rik|B230114H05Rik|Gtrgeo5|TEAD-1|TEF-1|Tcf13|mTEF-1	TEA domain family member 1	protein-coding	10.09	3.155
chr2_133510704_133510904	chr2	133510704	133510904	+	695.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	-41355.0	NM_007553	12156.0	Mm.103205	NM_007553	ENSMUSG00000027358	Bmp2	AI467020|Bmp2a	bone morphogenetic protein 2	protein-coding	10.5	4.315
chr4_32991980_32992180	chr4	32991980	32992180	+	695.0	BALBC_PU1_notx_idr.tsv	intron (NM_027491, intron 1 of 6)	intron (NM_027491, intron 1 of 6)	9082.0	NM_027491	52187.0	Mm.300814	NM_027491	ENSMUSG00000028278	Rragd	5730543C08Rik|AI467523|C030003H22Rik|D4Ertd174e	Ras-related GTP binding D	protein-coding	11.31	3.7
chr12_51831661_51831861	chr12	51831661	51831861	+	695.0	BALBC_PU1_notx_idr.tsv	Intergenic	ID_B1|SINE|B4	-2225.0	NM_144788	207304.0	Mm.249391	NM_144788	ENSMUSG00000035247	Hectd1	A630086P08Rik|AI844876|b2b327Clo|opm	HECT domain containing 1	protein-coding	13.145	5.17
chr2_103366134_103366334	chr2	103366134	103366334	+	694.0	BALBC_PU1_notx_idr.tsv	intron (NR_040332, intron 1 of 2)	Lx5|LINE|L1	6530.0	NR_040332	319854.0	Mm.403818	NR_040332	ENSMUSG00000087278	A930006I01Rik	-	RIKEN cDNA A930006I01 gene	ncRNA	10.09	3.7
chr8_83567686_83567886	chr8	83567686	83567886	+	694.0	BALBC_PU1_notx_idr.tsv	intron (NM_025843, intron 1 of 2)	intron (NM_025843, intron 1 of 2)	1028.0	NM_025843	66916.0	Mm.29683	NM_025843	ENSMUSG00000033938	Ndufb7	1110002H15Rik	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 7	protein-coding	10.09	1.005
chr8_111059998_111060198	chr8	111059998	111060198	+	694.0	BALBC_PU1_notx_idr.tsv	Intergenic	MTB|LTR|ERVL-MaLR	3759.0	NM_028274	72544.0	Mm.24174	NM_028274	ENSMUSG00000109941	Exosc6	2610510N21Rik|C76919|Mtr3	exosome component 6	protein-coding	15.7	1.31
chr7_84509106_84509306	chr7	84509106	84509306	+	693.0	BALBC_PU1_notx_idr.tsv	Intergenic	L1_Mur3|LINE|L1	-19748.0	NR_045098	100039239.0	Mm.44882	NR_045098		Gm2115	C77713	predicted gene 2115	ncRNA	22.805	7.225
chr2_120037886_120038086	chr2	120037886	120038086	+	693.0	BALBC_PU1_notx_idr.tsv	intron (NR_104353, intron 18 of 26)	intron (NR_104353, intron 18 of 26)	4553.0	NM_145378	211429.0	Mm.41467	NM_145378	ENSMUSG00000098488	Pla2g4b	A030011C02Rik|Gm1013|cPLA2-beta	phospholipase A2, group IVB (cytosolic)	protein-coding	13.045000000000002	5.3100000000000005
chr13_77669786_77669986	chr13	77669786	77669986	+	693.0	BALBC_PU1_notx_idr.tsv	Intergenic	RLTR45|LTR|ERVK	-38804.0	NM_001163419	68675.0	Mm.343005	NM_138312	ENSMUSG00000064138	Fam172a	1110033M05Rik|2610318O14Rik|53-E6|9430037D06Rik|AF064782|pEN87	family with sequence similarity 172, member A	protein-coding	11.075	2.075
chr9_116173856_116174056	chr9	116173856	116174056	+	693.0	BALBC_PU1_notx_idr.tsv	intron (NM_009371, intron 1 of 7)	intron (NM_009371, intron 1 of 7)	1407.0	NM_029575	21813.0	Mm.172346	NM_009371	ENSMUSG00000032440	Tgfbr2	1110020H15Rik|AU042018|DNIIR|RIIDN|TBR-II|TbetaR-II|TbetaRII	transforming growth factor, beta receptor II	protein-coding	10.55	4.4049999999999985
chr18_62235539_62235739	chr18	62235539	62235739	+	693.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	-55658.0	NM_007420	11555.0	Mm.5598	NM_007420	ENSMUSG00000045730	Adrb2	Adrb-2|Badm|Gpcr7	adrenergic receptor, beta 2	protein-coding	15.7	0.385
chr3_129611791_129611991	chr3	129611791	129611991	+	692.0	BALBC_PU1_notx_idr.tsv	intron (NM_130450, intron 3 of 4)	intron (NM_130450, intron 3 of 4)	79505.0	NM_130450	170439.0	Mm.314113	NM_130450	ENSMUSG00000041220	Elovl6	C77826|FAE|LCE	ELOVL family member 6, elongation of long chain fatty acids (yeast)	protein-coding	11.25	3.54
chr17_66994574_66994774	chr17	66994574	66994774	+	692.0	BALBC_PU1_notx_idr.tsv	intron (NM_008984, intron 7 of 30)	intron (NM_008984, intron 7 of 30)	31561.0	NR_049205	100885844.0		NR_049205	ENSMUSG00000093508	Mir5709	Gm22041|mir-5709|mmu-mir-5709	microRNA 5709	ncRNA	14.66	4.765
chr2_122242776_122242976	chr2	122242776	122242976	+	691.0	BALBC_PU1_notx_idr.tsv	intron (NM_146126, intron 1 of 8)	intron (NM_146126, intron 1 of 8)	8037.0	NM_146126	20322.0	Mm.371580	NM_146126	ENSMUSG00000027227	Sord	Sdh-1|Sdh1|Sodh-1	sorbitol dehydrogenase	protein-coding	16.675	0.385
chr18_79596293_79596493	chr18	79596293	79596493	+	691.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	-450502.0	NM_053117	93737.0	Mm.24678	NM_053117	ENSMUSG00000056214	Pard6g	2410049N21Rik|Par6a	par-6 family cell polarity regulator gamma	protein-coding	17.43	6.465
chr8_39119097_39119297	chr8	39119097	39119297	+	691.0	BALBC_PU1_notx_idr.tsv	intron (NM_030254, intron 6 of 7)	MTC|LTR|ERVL-MaLR	113330.0	NM_030254	80286.0	Mm.272722	NM_030254	ENSMUSG00000039530	Tusc3	AU022242|BC003311|N33	tumor suppressor candidate 3	protein-coding	14.775	3.31
chr9_107270298_107270498	chr9	107270298	107270498	+	690.0	BALBC_PU1_notx_idr.tsv	intron (NM_001316691, intron 1 of 7)	intron (NM_001316691, intron 1 of 7)	18998.0	NM_001316691	102626.0	Mm.222612	NM_178907	ENSMUSG00000032577	Mapkapk3	3PK|AI874665|MAPKAP-K3|MAPKAP3|MK-3|MK3|MapkKapk3	mitogen-activated protein kinase-activated protein kinase 3	protein-coding	10.38	3.08
chr12_57572387_57572587	chr12	57572387	57572587	+	690.0	BALBC_PU1_notx_idr.tsv	intron (NM_001312644, intron 1 of 31)	intron (NM_001312644, intron 1 of 31)	8372.0	NM_001312644	70846.0	Mm.84118	NM_001037743	ENSMUSG00000046782	Ttc6	4921506M07Rik|EG639426|ENSMUSG00000046782|Gm69|Gm9813	tetratricopeptide repeat domain 6	protein-coding	10.15	2.46
chr10_18665823_18666023	chr10	18665823	18666023	+	690.0	BALBC_PU1_notx_idr.tsv	intron (NM_001033258, intron 5 of 33)	Lx5|LINE|L1	77835.0	NM_001033258	215821.0	Mm.40491	NM_001033258	ENSMUSG00000019852	Arfgef3	9630004D11|B930094H20Rik|BIG3|D10Bwg1379e|mKIAA1244	ARFGEF family member 3	protein-coding	25.925	8.62
chr5_124095218_124095418	chr5	124095218	124095418	+	690.0	BALBC_PU1_notx_idr.tsv	intron (NM_019875, intron 1 of 11)	intron (NM_019875, intron 1 of 11)	480.0	NM_019875	56325.0	Mm.254839	NM_019875	ENSMUSG00000029408	Abcb9	TAPL|mKIAA1520	ATP-binding cassette, sub-family B (MDR/TAP), member 9	protein-coding	10.15	4.2349999999999985
chr5_143622233_143622433	chr5	143622233	143622433	+	690.0	BALBC_PU1_notx_idr.tsv	promoter-TSS (NM_011182)	promoter-TSS (NM_011182)	-114.0	NM_011182	19159.0	Mm.281003	NM_011182	ENSMUSG00000018001	Cyth3	AI648983|ARNO3|CLM3|Grp1|Pscd3	cytohesin 3	protein-coding	17.14	4.8599999999999985
chr5_133320670_133320870	chr5	133320670	133320870	+	690.0	BALBC_PU1_notx_idr.tsv	Intergenic	ZP3AR|Satellite|Satellite	-778427.0	NM_177047	319974.0	Mm.409595	NM_177047	ENSMUSG00000029673	Auts2	2700063G02Rik|A730011F23Rik|D830032G16Rik	autism susceptibility candidate 2	protein-coding	12.815	2.005
chr13_111099335_111099535	chr13	111099335	111099535	+	690.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	129996.0	NR_045908	73129.0	Mm.417826	NR_045908		3110015C05Rik	-	RIKEN cDNA 3110015C05 gene	ncRNA	14.41	5.32
chr13_42167643_42167843	chr13	42167643	42167843	+	690.0	BALBC_PU1_notx_idr.tsv	intron (NM_007772, intron 7 of 8)	intron (NM_007772, intron 7 of 8)	115722.0	NM_007772	110521.0	Mm.4808	NM_007772	ENSMUSG00000021366	Hivep1	Cryabp1	human immunodeficiency virus type I enhancer binding protein 1	protein-coding	10.27	2.77
chr10_121293927_121294127	chr10	121293927	121294127	+	690.0	BALBC_PU1_notx_idr.tsv	intron (NM_029057, intron 7 of 11)	RLTR16C_MM|LTR|ERVK	17162.0	NM_029057	74694.0	Mm.233833	NM_029057	ENSMUSG00000052302	Tbc1d30	4930505D03Rik	TBC1 domain family, member 30	protein-coding	14.31	5.855
chr8_122124495_122124695	chr8	122124495	122124695	+	688.0	BALBC_PU1_notx_idr.tsv	Intergenic	B3|SINE|B2	146571.0	NR_106096	102466915.0		NR_106096	ENSMUSG00000099140	Mir7237	Gm27482|mmu-mir-7237	microRNA 7237	ncRNA	14.085	6.465
chr9_44175721_44175921	chr9	44175721	44175921	+	688.0	BALBC_PU1_notx_idr.tsv	intron (NM_007619, intron 2 of 15)	intron (NM_007619, intron 2 of 15)	41163.0	NM_023061	84004.0	Mm.275003	NM_023061	ENSMUSG00000032135	Mcam	1-gicerin|AV025631|CD146|CD149|Muc18|s-endo|s-gicerin	melanoma cell adhesion molecule	protein-coding	11.3	4.4700000000000015
chr8_115273825_115274025	chr8	115273825	115274025	+	688.0	BALBC_PU1_notx_idr.tsv	intron (NM_019573, intron 8 of 8)	MTD|LTR|ERVL-MaLR	432969.0	NM_001025577	17132.0	Mm.275549	NM_001025577	ENSMUSG00000055435	Maf	2810401A20Rik|A230108G15Rik|AW047063|c-maf	avian musculoaponeurotic fibrosarcoma oncogene homolog	protein-coding	10.325	4.395
